"UNIPROT","GO","GONAME","ONTOLOGY"
"A2A259","GO:0005227","calcium activated cation channel activity","MF"
"A2A259","GO:0005261","monoatomic cation channel activity","MF"
"A2A259","GO:0005262","calcium channel activity","MF"
"A2A259","GO:0005272","sodium channel activity","MF"
"A2A259","GO:0005509","calcium ion binding","MF"
"A2A259","GO:0005783","endoplasmic reticulum","CC"
"A2A259","GO:0005829","cytosol","CC"
"A2A259","GO:0005886","plasma membrane","CC"
"A2A259","GO:0006812","monoatomic cation transport","BP"
"A2A259","GO:0007224","smoothened signaling pathway","BP"
"A2A259","GO:0008092","cytoskeletal protein binding","MF"
"A2A259","GO:0009415","response to water","BP"
"A2A259","GO:0015269","calcium-activated potassium channel activity","MF"
"A2A259","GO:0015629","actin cytoskeleton","CC"
"A2A259","GO:0016020","membrane","CC"
"A2A259","GO:0031410","cytoplasmic vesicle","CC"
"A2A259","GO:0034703","cation channel complex","CC"
"A2A259","GO:0034704","calcium channel complex","CC"
"A2A259","GO:0035725","sodium ion transmembrane transport","BP"
"A2A259","GO:0042802","identical protein binding","MF"
"A2A259","GO:0043231","intracellular membrane-bounded organelle","CC"
"A2A259","GO:0043235","receptor complex","CC"
"A2A259","GO:0044325","transmembrane transporter binding","MF"
"A2A259","GO:0050912","detection of chemical stimulus involved in sensory perception of taste","BP"
"A2A259","GO:0050915","sensory perception of sour taste","BP"
"A2A259","GO:0050982","detection of mechanical stimulus","BP"
"A2A259","GO:0051262","protein tetramerization","BP"
"A2A259","GO:0051289","protein homotetramerization","BP"
"A2A259","GO:0051371","muscle alpha-actinin binding","MF"
"A2A259","GO:0051393","alpha-actinin binding","MF"
"A2A259","GO:0060170","ciliary membrane","CC"
"A2A259","GO:0071467","cellular response to pH","BP"
"A2A259","GO:0071468","cellular response to acidic pH","BP"
"A2A259","GO:0071805","potassium ion transmembrane transport","BP"
"A2A259","GO:0097730","non-motile cilium","CC"
"A2A259","GO:0098662","inorganic cation transmembrane transport","BP"
"A2A432","GO:0000209","protein polyubiquitination","BP"
"A2A432","GO:0003684","damaged DNA binding","MF"
"A2A432","GO:0005634","nucleus","CC"
"A2A432","GO:0005654","nucleoplasm","CC"
"A2A432","GO:0005829","cytosol","CC"
"A2A432","GO:0006511","ubiquitin-dependent protein catabolic process","BP"
"A2A432","GO:0006974","DNA damage response","BP"
"A2A432","GO:0007049","cell cycle","BP"
"A2A432","GO:0010467","gene expression","BP"
"A2A432","GO:0010498","proteasomal protein catabolic process","BP"
"A2A432","GO:0016567","protein ubiquitination","BP"
"A2A432","GO:0031175","neuron projection development","BP"
"A2A432","GO:0031464","Cul4A-RING E3 ubiquitin ligase complex","CC"
"A2A432","GO:0031465","Cul4B-RING E3 ubiquitin ligase complex","CC"
"A2A432","GO:0031625","ubiquitin protein ligase binding","MF"
"A2A432","GO:0034644","cellular response to UV","BP"
"A2A432","GO:0042254","ribosome biogenesis","BP"
"A2A432","GO:0045732","positive regulation of protein catabolic process","BP"
"A2A432","GO:0048708","astrocyte differentiation","BP"
"A2A432","GO:0070914","UV-damage excision repair","BP"
"A2A432","GO:0080008","Cul4-RING E3 ubiquitin ligase complex","CC"
"A2A432","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","BP"
"A2A5K6","GO:0000976","transcription cis-regulatory region binding","MF"
"A2A5K6","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"A2A5K6","GO:0001701","in utero embryonic development","BP"
"A2A5K6","GO:0002052","positive regulation of neuroblast proliferation","BP"
"A2A5K6","GO:0005634","nucleus","CC"
"A2A5K6","GO:0005654","nucleoplasm","CC"
"A2A5K6","GO:0007420","brain development","BP"
"A2A5K6","GO:0010468","regulation of gene expression","BP"
"A2A5K6","GO:0021895","cerebral cortex neuron differentiation","BP"
"A2A5K6","GO:0035097","histone methyltransferase complex","CC"
"A2A5K6","GO:0040029","epigenetic regulation of gene expression","BP"
"A2A5K6","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"A2A5K6","GO:0046872","metal ion binding","MF"
"A2A5K6","GO:0048812","neuron projection morphogenesis","BP"
"A2A5K6","GO:0048854","brain morphogenesis","BP"
"A2A5K6","GO:0050671","positive regulation of lymphocyte proliferation","BP"
"A2A5K6","GO:0050767","regulation of neurogenesis","BP"
"A2A5K6","GO:0050769","positive regulation of neurogenesis","BP"
"A2A5K6","GO:1990226","histone methyltransferase binding","MF"
"A2A5N8","GO:0000785","chromatin","CC"
"A2A5N8","GO:0000793","condensed chromosome","CC"
"A2A5N8","GO:0003682","chromatin binding","MF"
"A2A5N8","GO:0005634","nucleus","CC"
"A2A5N8","GO:0005654","nucleoplasm","CC"
"A2A5N8","GO:0006325","chromatin organization","BP"
"A2A5N8","GO:0007088","regulation of mitotic nuclear division","BP"
"A2A5N8","GO:0008270","zinc ion binding","MF"
"A2A5N8","GO:0030097","hemopoiesis","BP"
"A2A5N8","GO:0031491","nucleosome binding","MF"
"A2A5N8","GO:0031507","heterochromatin formation","BP"
"A2A5N8","GO:0032093","SAM domain binding","MF"
"A2A5N8","GO:0035064","methylated histone binding","MF"
"A2A5N8","GO:0040029","epigenetic regulation of gene expression","BP"
"A2A5N8","GO:0042393","histone binding","MF"
"A2A5N8","GO:0042802","identical protein binding","MF"
"A2A5N8","GO:0045652","regulation of megakaryocyte differentiation","BP"
"A2A5N8","GO:0045892","negative regulation of DNA-templated transcription","BP"
"A2A5N8","GO:0061793","chromatin lock complex","CC"
"A2A5R2","GO:0000139","Golgi membrane","CC"
"A2A5R2","GO:0001881","receptor recycling","BP"
"A2A5R2","GO:0005085","guanyl-nucleotide exchange factor activity","MF"
"A2A5R2","GO:0005794","Golgi apparatus","CC"
"A2A5R2","GO:0005802","trans-Golgi network","CC"
"A2A5R2","GO:0005813","centrosome","CC"
"A2A5R2","GO:0005815","microtubule organizing center","CC"
"A2A5R2","GO:0005829","cytosol","CC"
"A2A5R2","GO:0005879","axonemal microtubule","CC"
"A2A5R2","GO:0006887","exocytosis","BP"
"A2A5R2","GO:0006893","Golgi to plasma membrane transport","BP"
"A2A5R2","GO:0007032","endosome organization","BP"
"A2A5R2","GO:0010256","endomembrane system organization","BP"
"A2A5R2","GO:0015031","protein transport","BP"
"A2A5R2","GO:0016020","membrane","CC"
"A2A5R2","GO:0017022","myosin binding","MF"
"A2A5R2","GO:0031410","cytoplasmic vesicle","CC"
"A2A5R2","GO:0032012","regulation of ARF protein signal transduction","BP"
"A2A5R2","GO:0032279","asymmetric synapse","CC"
"A2A5R2","GO:0032280","symmetric synapse","CC"
"A2A5R2","GO:0032760","positive regulation of tumor necrosis factor production","BP"
"A2A5R2","GO:0034237","protein kinase A regulatory subunit binding","MF"
"A2A5R2","GO:0035556","intracellular signal transduction","BP"
"A2A5R2","GO:0043197","dendritic spine","CC"
"A2A5R2","GO:0043231","intracellular membrane-bounded organelle","CC"
"A2A5R2","GO:0048471","perinuclear region of cytoplasm","CC"
"A2A5R2","GO:0050811","GABA receptor binding","MF"
"A2A5R2","GO:0055037","recycling endosome","CC"
"A2A5R2","GO:0098793","presynapse","CC"
"A2A5R2","GO:0098794","postsynapse","CC"
"A2A5R2","GO:0098978","glutamatergic synapse","CC"
"A2A5R2","GO:0098982","GABA-ergic synapse","CC"
"A2A5Z6","GO:0000151","ubiquitin ligase complex","CC"
"A2A5Z6","GO:0004842","ubiquitin-protein transferase activity","MF"
"A2A5Z6","GO:0005160","transforming growth factor beta receptor binding","MF"
"A2A5Z6","GO:0005737","cytoplasm","CC"
"A2A5Z6","GO:0005829","cytosol","CC"
"A2A5Z6","GO:0005886","plasma membrane","CC"
"A2A5Z6","GO:0006511","ubiquitin-dependent protein catabolic process","BP"
"A2A5Z6","GO:0016567","protein ubiquitination","BP"
"A2A5Z6","GO:0016607","nuclear speck","CC"
"A2A5Z6","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"A2A5Z6","GO:0030514","negative regulation of BMP signaling pathway","BP"
"A2A5Z6","GO:0042802","identical protein binding","MF"
"A2A5Z6","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","BP"
"A2A5Z6","GO:0045121","membrane raft","CC"
"A2A5Z6","GO:0046332","SMAD binding","MF"
"A2A5Z6","GO:0061630","ubiquitin protein ligase activity","MF"
"A2A5Z6","GO:1901165","positive regulation of trophoblast cell migration","BP"
"A2A6C4","GO:0001675","acrosome assembly","BP"
"A2A6C4","GO:0005765","lysosomal membrane","CC"
"A2A6C4","GO:0005789","endoplasmic reticulum membrane","CC"
"A2A6C4","GO:0006874","intracellular calcium ion homeostasis","BP"
"A2A6C4","GO:0030660","Golgi-associated vesicle membrane","CC"
"A2A6C4","GO:0031293","membrane protein intracellular domain proteolysis","BP"
"A2A6C4","GO:0033619","membrane protein proteolysis","BP"
"A2A6C4","GO:0042500","aspartic endopeptidase activity, intramembrane cleaving","MF"
"A2A6C4","GO:0042803","protein homodimerization activity","MF"
"A2A6C4","GO:0060090","molecular adaptor activity","MF"
"A2A6C4","GO:0098553","lumenal side of endoplasmic reticulum membrane","CC"
"A2A6C4","GO:0098554","cytoplasmic side of endoplasmic reticulum membrane","CC"
"A2A6M5","GO:0000421","autophagosome membrane","CC"
"A2A6M5","GO:0005737","cytoplasm","CC"
"A2A6M5","GO:0005776","autophagosome","CC"
"A2A6M5","GO:0005829","cytosol","CC"
"A2A6M5","GO:0005856","cytoskeleton","CC"
"A2A6M5","GO:0016605","PML body","CC"
"A2A6M5","GO:0031410","cytoplasmic vesicle","CC"
"A2A6M5","GO:0034341","response to type II interferon","BP"
"A2A6M5","GO:0042803","protein homodimerization activity","MF"
"A2A6M5","GO:0043231","intracellular membrane-bounded organelle","CC"
"A2A6M5","GO:0048471","perinuclear region of cytoplasm","CC"
"A2A6M5","GO:0061912","selective autophagy","BP"
"A2A6M5","GO:0098792","xenophagy","BP"
"A2A6M5","GO:1901098","positive regulation of autophagosome maturation","BP"
"A2A6Q5","GO:0005634","nucleus","CC"
"A2A6Q5","GO:0005654","nucleoplasm","CC"
"A2A6Q5","GO:0005680","anaphase-promoting complex","CC"
"A2A6Q5","GO:0005737","cytoplasm","CC"
"A2A6Q5","GO:0005813","centrosome","CC"
"A2A6Q5","GO:0005819","spindle","CC"
"A2A6Q5","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","BP"
"A2A6Q5","GO:0016567","protein ubiquitination","BP"
"A2A6Q5","GO:0019903","protein phosphatase binding","MF"
"A2A6Q5","GO:0031145","anaphase-promoting complex-dependent catabolic process","BP"
"A2A6Q5","GO:0051301","cell division","BP"
"A2A6Q5","GO:0070979","protein K11-linked ubiquitination","BP"
"A2A6Q5","GO:0072686","mitotic spindle","CC"
"A2A7Q9","GO:0000151","ubiquitin ligase complex","CC"
"A2A7Q9","GO:0000209","protein polyubiquitination","BP"
"A2A7Q9","GO:0002250","adaptive immune response","BP"
"A2A7Q9","GO:0005737","cytoplasm","CC"
"A2A7Q9","GO:0005783","endoplasmic reticulum","CC"
"A2A7Q9","GO:0005789","endoplasmic reticulum membrane","CC"
"A2A7Q9","GO:0005829","cytosol","CC"
"A2A7Q9","GO:0006511","ubiquitin-dependent protein catabolic process","BP"
"A2A7Q9","GO:0008270","zinc ion binding","MF"
"A2A7Q9","GO:0031624","ubiquitin conjugating enzyme binding","MF"
"A2A7Q9","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP"
"A2A7Q9","GO:0042267","natural killer cell mediated cytotoxicity","BP"
"A2A7Q9","GO:0043130","ubiquitin binding","MF"
"A2A7Q9","GO:0044194","cytolytic granule","CC"
"A2A7Q9","GO:0051865","protein autoubiquitination","BP"
"A2A7Q9","GO:0061630","ubiquitin protein ligase activity","MF"
"A2A825","GO:0003274","endocardial cushion fusion","BP"
"A2A825","GO:0003924","GTPase activity","MF"
"A2A825","GO:0005525","GTP binding","MF"
"A2A825","GO:0005737","cytoplasm","CC"
"A2A825","GO:0005814","centriole","CC"
"A2A825","GO:0006887","exocytosis","BP"
"A2A825","GO:0007224","smoothened signaling pathway","BP"
"A2A825","GO:0008104","protein localization","BP"
"A2A825","GO:0008589","regulation of smoothened signaling pathway","BP"
"A2A825","GO:0015031","protein transport","BP"
"A2A825","GO:0016485","protein processing","BP"
"A2A825","GO:0017157","regulation of exocytosis","BP"
"A2A825","GO:0031338","regulation of vesicle fusion","BP"
"A2A825","GO:0035082","axoneme assembly","BP"
"A2A825","GO:0035869","ciliary transition zone","CC"
"A2A825","GO:0036064","ciliary basal body","CC"
"A2A825","GO:0060173","limb development","BP"
"A2A825","GO:0060271","cilium assembly","BP"
"A2A825","GO:0097546","ciliary base","CC"
"A2A825","GO:1904888","cranial skeletal system development","BP"
"A2A863","GO:0001664","G protein-coupled receptor binding","MF"
"A2A863","GO:0005178","integrin binding","MF"
"A2A863","GO:0005604","basement membrane","CC"
"A2A863","GO:0005730","nucleolus","CC"
"A2A863","GO:0005886","plasma membrane","CC"
"A2A863","GO:0005925","focal adhesion","CC"
"A2A863","GO:0005938","cell cortex","CC"
"A2A863","GO:0006914","autophagy","BP"
"A2A863","GO:0007155","cell adhesion","BP"
"A2A863","GO:0007160","cell-matrix adhesion","BP"
"A2A863","GO:0007229","integrin-mediated signaling pathway","BP"
"A2A863","GO:0008305","integrin complex","CC"
"A2A863","GO:0009611","response to wounding","BP"
"A2A863","GO:0009925","basal plasma membrane","CC"
"A2A863","GO:0009986","cell surface","CC"
"A2A863","GO:0022011","myelination in peripheral nervous system","BP"
"A2A863","GO:0030054","cell junction","CC"
"A2A863","GO:0030056","hemidesmosome","CC"
"A2A863","GO:0031252","cell leading edge","CC"
"A2A863","GO:0031581","hemidesmosome assembly","BP"
"A2A863","GO:0031965","nuclear membrane","CC"
"A2A863","GO:0031994","insulin-like growth factor I binding","MF"
"A2A863","GO:0032290","peripheral nervous system myelin formation","BP"
"A2A863","GO:0035878","nail development","BP"
"A2A863","GO:0038132","neuregulin binding","MF"
"A2A863","GO:0043235","receptor complex","CC"
"A2A863","GO:0043589","skin morphogenesis","BP"
"A2A863","GO:0045211","postsynaptic membrane","CC"
"A2A863","GO:0046847","filopodium assembly","BP"
"A2A863","GO:0046872","metal ion binding","MF"
"A2A863","GO:0048333","mesodermal cell differentiation","BP"
"A2A863","GO:0048870","cell motility","BP"
"A2A863","GO:0061450","trophoblast cell migration","BP"
"A2A863","GO:0098978","glutamatergic synapse","CC"
"A2A884","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"A2A884","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"A2A884","GO:0003677","DNA binding","MF"
"A2A884","GO:0005634","nucleus","CC"
"A2A884","GO:0005829","cytosol","CC"
"A2A884","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"A2A884","GO:0035914","skeletal muscle cell differentiation","BP"
"A2A884","GO:0045893","positive regulation of DNA-templated transcription","BP"
"A2A884","GO:0046872","metal ion binding","MF"
"A2A891","GO:0003690","double-stranded DNA binding","MF"
"A2A891","GO:0003712","transcription coregulator activity","MF"
"A2A891","GO:0005634","nucleus","CC"
"A2A891","GO:0005730","nucleolus","CC"
"A2A891","GO:0005829","cytosol","CC"
"A2A891","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"A2A891","GO:0035307","positive regulation of protein dephosphorylation","BP"
"A2A891","GO:0043565","sequence-specific DNA binding","MF"
"A2A891","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"A2A891","GO:0050885","neuromuscular process controlling balance","BP"
"A2A891","GO:0070886","positive regulation of calcineurin-NFAT signaling cascade","BP"
"A2A8L1","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"A2A8L1","GO:0000785","chromatin","CC"
"A2A8L1","GO:0000792","heterochromatin","CC"
"A2A8L1","GO:0003677","DNA binding","MF"
"A2A8L1","GO:0003682","chromatin binding","MF"
"A2A8L1","GO:0004386","helicase activity","MF"
"A2A8L1","GO:0005524","ATP binding","MF"
"A2A8L1","GO:0005634","nucleus","CC"
"A2A8L1","GO:0005654","nucleoplasm","CC"
"A2A8L1","GO:0005829","cytosol","CC"
"A2A8L1","GO:0006338","chromatin remodeling","BP"
"A2A8L1","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"A2A8L1","GO:0006366","transcription by RNA polymerase II","BP"
"A2A8L1","GO:0008285","negative regulation of cell population proliferation","BP"
"A2A8L1","GO:0016581","NuRD complex","CC"
"A2A8L1","GO:0016607","nuclear speck","CC"
"A2A8L1","GO:0016887","ATP hydrolysis activity","MF"
"A2A8L1","GO:0021895","cerebral cortex neuron differentiation","BP"
"A2A8L1","GO:0035092","sperm DNA condensation","BP"
"A2A8L1","GO:0042393","histone binding","MF"
"A2A8L1","GO:0042826","histone deacetylase binding","MF"
"A2A8L1","GO:0045595","regulation of cell differentiation","BP"
"A2A8L1","GO:0046872","metal ion binding","MF"
"A2A8L1","GO:0061628","H3K27me3 modified histone binding","MF"
"A2A8L1","GO:0140658","ATP-dependent chromatin remodeler activity","MF"
"A2A8L1","GO:1901798","positive regulation of signal transduction by p53 class mediator","BP"
"A2A8L5","GO:0001960","negative regulation of cytokine-mediated signaling pathway","BP"
"A2A8L5","GO:0004721","phosphoprotein phosphatase activity","MF"
"A2A8L5","GO:0004725","protein tyrosine phosphatase activity","MF"
"A2A8L5","GO:0005001","transmembrane receptor protein tyrosine phosphatase activity","MF"
"A2A8L5","GO:0005158","insulin receptor binding","MF"
"A2A8L5","GO:0005768","endosome","CC"
"A2A8L5","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","BP"
"A2A8L5","GO:0007399","nervous system development","BP"
"A2A8L5","GO:0008201","heparin binding","MF"
"A2A8L5","GO:0008285","negative regulation of cell population proliferation","BP"
"A2A8L5","GO:0010975","regulation of neuron projection development","BP"
