"UNIPROT","GO","GONAME","ONTOLOGY"
"Q9CQX4","GO:0051726","regulation of cell cycle","BP"
"Q9CQX4","GO:0060090","molecular adaptor activity","MF"
"Q9CQX8","GO:0005739","mitochondrion","CC"
"Q9CQX8","GO:0006099","tricarboxylic acid cycle","BP"
"Q9CQX8","GO:0006103","2-oxoglutarate metabolic process","BP"
"Q9CQX8","GO:0009353","mitochondrial oxoglutarate dehydrogenase complex","CC"
"Q9CQY2","GO:0003723","RNA binding","MF"
"Q9CQY2","GO:0005634","nucleus","CC"
"Q9CQY2","GO:0005845","mRNA cap binding complex","CC"
"Q9CQY2","GO:0006370","7-methylguanosine mRNA capping","BP"
"Q9CQY2","GO:0008047","enzyme activator activity","MF"
"Q9CQY2","GO:0031533","mRNA cap methyltransferase complex","CC"
"Q9CQY2","GO:0032259","methylation","BP"
"Q9CQY2","GO:0036031","recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex","BP"
"Q9CQY2","GO:0106005","RNA 5'-cap (guanine-N7)-methylation","BP"
"Q9CQY2","GO:0140677","molecular function activator activity","MF"
"Q9CQZ0","GO:0005783","endoplasmic reticulum","CC"
"Q9CQZ0","GO:0005789","endoplasmic reticulum membrane","CC"
"Q9CQZ0","GO:0006672","ceramide metabolic process","BP"
"Q9CQZ0","GO:0030148","sphingolipid biosynthetic process","BP"
"Q9CQZ0","GO:0035339","SPOTS complex","CC"
"Q9CQZ0","GO:0090156","intracellular sphingolipid homeostasis","BP"
"Q9CQZ0","GO:1900060","negative regulation of ceramide biosynthetic process","BP"
"Q9CR21","GO:0000035","acyl binding","MF"
"Q9CR21","GO:0000036","acyl carrier activity","MF"
"Q9CR21","GO:0005654","nucleoplasm","CC"
"Q9CR21","GO:0005739","mitochondrion","CC"
"Q9CR21","GO:0005743","mitochondrial inner membrane","CC"
"Q9CR21","GO:0005747","mitochondrial respiratory chain complex I","CC"
"Q9CR21","GO:0009060","aerobic respiration","BP"
"Q9CR21","GO:0016226","iron-sulfur cluster assembly","BP"
"Q9CR21","GO:0032981","mitochondrial respiratory chain complex I assembly","BP"
"Q9CR21","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","BP"
"Q9CR21","GO:0044571","[2Fe-2S] cluster assembly","BP"
"Q9CR21","GO:0140978","mitochondrial large ribosomal subunit binding","MF"
"Q9CR21","GO:1990229","iron-sulfur cluster assembly complex","CC"
"Q9CR25","GO:0017183","protein histidyl modification to diphthamide","BP"
"Q9CR25","GO:0032991","protein-containing complex","CC"
"Q9CR25","GO:0046872","metal ion binding","MF"
"Q9CR25","GO:0051539","4 iron, 4 sulfur cluster binding","MF"
"Q9CR25","GO:0090560","2-(3-amino-3-carboxypropyl)histidine synthase activity","MF"
"Q9CR26","GO:0005654","nucleoplasm","CC"
"Q9CR26","GO:0005737","cytoplasm","CC"
"Q9CR26","GO:0005771","multivesicular body","CC"
"Q9CR26","GO:0005829","cytosol","CC"
"Q9CR26","GO:0010008","endosome membrane","CC"
"Q9CR26","GO:0015031","protein transport","BP"
"Q9CR26","GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway","BP"
"Q9CR26","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q9CR26","GO:0071985","multivesicular body sorting pathway","BP"
"Q9CR35","GO:0004252","serine-type endopeptidase activity","MF"
"Q9CR35","GO:0005576","extracellular region","CC"
"Q9CR35","GO:0006508","proteolysis","BP"
"Q9CR35","GO:0007586","digestion","BP"
"Q9CR35","GO:0008233","peptidase activity","MF"
"Q9CR35","GO:0008236","serine-type peptidase activity","MF"
"Q9CR35","GO:0030163","protein catabolic process","BP"
"Q9CR35","GO:0034097","response to cytokine","BP"
"Q9CR35","GO:0043065","positive regulation of apoptotic process","BP"
"Q9CR36","GO:0005576","extracellular region","CC"
"Q9CR36","GO:0005615","extracellular space","CC"
"Q9CR36","GO:0005794","Golgi apparatus","CC"
"Q9CR36","GO:0008083","growth factor activity","MF"
"Q9CR36","GO:0008284","positive regulation of cell population proliferation","BP"
"Q9CR36","GO:0030141","secretory granule","CC"
"Q9CR36","GO:0042127","regulation of cell population proliferation","BP"
"Q9CR36","GO:0051781","positive regulation of cell division","BP"
"Q9CR39","GO:0000045","autophagosome assembly","BP"
"Q9CR39","GO:0000407","phagophore assembly site","CC"
"Q9CR39","GO:0000422","autophagy of mitochondrion","BP"
"Q9CR39","GO:0005764","lysosome","CC"
"Q9CR39","GO:0005829","cytosol","CC"
"Q9CR39","GO:0009267","cellular response to starvation","BP"
"Q9CR39","GO:0019898","extrinsic component of membrane","CC"
"Q9CR39","GO:0032266","phosphatidylinositol-3-phosphate binding","MF"
"Q9CR39","GO:0034045","phagophore assembly site membrane","CC"
"Q9CR39","GO:0034497","protein localization to phagophore assembly site","BP"
"Q9CR39","GO:0044804","nucleophagy","BP"
"Q9CR39","GO:0062078","TSC1-TSC2 complex binding","MF"
"Q9CR39","GO:0080025","phosphatidylinositol-3,5-bisphosphate binding","MF"
"Q9CR41","GO:0005634","nucleus","CC"
"Q9CR41","GO:0005654","nucleoplasm","CC"
"Q9CR41","GO:0005737","cytoplasm","CC"
"Q9CR41","GO:0015630","microtubule cytoskeleton","CC"
"Q9CR41","GO:0032991","protein-containing complex","CC"
"Q9CR41","GO:0043066","negative regulation of apoptotic process","BP"
"Q9CR41","GO:0044183","protein folding chaperone","MF"
"Q9CR41","GO:0050821","protein stabilization","BP"
"Q9CR48","GO:0001917","photoreceptor inner segment","CC"
"Q9CR48","GO:0005737","cytoplasm","CC"
"Q9CR48","GO:0005764","lysosome","CC"
"Q9CR48","GO:0005765","lysosomal membrane","CC"
"Q9CR48","GO:0005794","Golgi apparatus","CC"
"Q9CR48","GO:0006914","autophagy","BP"
"Q9CR48","GO:0006915","apoptotic process","BP"
"Q9CR48","GO:0007601","visual perception","BP"
"Q9CR48","GO:0010506","regulation of autophagy","BP"
"Q9CR48","GO:0016324","apical plasma membrane","CC"
"Q9CR48","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q9CR48","GO:0045494","photoreceptor cell maintenance","BP"
"Q9CR56","GO:0003924","GTPase activity","MF"
"Q9CR56","GO:0005525","GTP binding","MF"
"Q9CR56","GO:0005737","cytoplasm","CC"
"Q9CR56","GO:0006954","inflammatory response","BP"
"Q9CR56","GO:0007249","canonical NF-kappaB signal transduction","BP"
"Q9CR56","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","BP"
"Q9CR56","GO:0032484","Ral protein signal transduction","BP"
"Q9CR56","GO:0032794","GTPase activating protein binding","MF"
"Q9CR56","GO:0043122","regulation of canonical NF-kappaB signal transduction","BP"
"Q9CR56","GO:0043129","surfactant homeostasis","BP"
"Q9CR56","GO:0048286","lung alveolus development","BP"
"Q9CR61","GO:0005739","mitochondrion","CC"
"Q9CR61","GO:0005743","mitochondrial inner membrane","CC"
"Q9CR61","GO:0005747","mitochondrial respiratory chain complex I","CC"
"Q9CR61","GO:0005758","mitochondrial intermembrane space","CC"
"Q9CR61","GO:0008137","NADH dehydrogenase (ubiquinone) activity","MF"
"Q9CR61","GO:0009060","aerobic respiration","BP"
"Q9CR61","GO:0032981","mitochondrial respiratory chain complex I assembly","BP"
"Q9CR61","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","BP"
"Q9CR73","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP"
"Q9CR73","GO:0000932","P-body","CC"
"Q9CR73","GO:0005634","nucleus","CC"
"Q9CR73","GO:0005654","nucleoplasm","CC"
"Q9CR73","GO:0005794","Golgi apparatus","CC"
"Q9CR81","GO:0000711","meiotic DNA repair synthesis","BP"
"Q9CR81","GO:0000795","synaptonemal complex","CC"
"Q9CR81","GO:0000801","central element","CC"
"Q9CR81","GO:0005654","nucleoplasm","CC"
"Q9CR81","GO:0005694","chromosome","CC"
"Q9CR81","GO:0007130","synaptonemal complex assembly","BP"
"Q9CR86","GO:0000932","P-body","CC"
"Q9CR86","GO:0003730","mRNA 3'-UTR binding","MF"
"Q9CR86","GO:0005737","cytoplasm","CC"
"Q9CR86","GO:0005829","cytosol","CC"
"Q9CR86","GO:0043186","P granule","CC"
"Q9CR86","GO:0043488","regulation of mRNA stability","BP"
"Q9CR89","GO:0005634","nucleus","CC"
"Q9CR89","GO:0005730","nucleolus","CC"
"Q9CR89","GO:0005737","cytoplasm","CC"
"Q9CR89","GO:0005783","endoplasmic reticulum","CC"
"Q9CR89","GO:0005789","endoplasmic reticulum membrane","CC"
"Q9CR89","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","CC"
"Q9CR89","GO:0005794","Golgi apparatus","CC"
"Q9CR89","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","BP"
"Q9CR89","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","BP"
"Q9CR89","GO:0016020","membrane","CC"
"Q9CR89","GO:0030134","COPII-coated ER to Golgi transport vesicle","CC"
"Q9CR89","GO:0033116","endoplasmic reticulum-Golgi intermediate compartment membrane","CC"
"Q9CR89","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q9CR89","GO:0061852","retrograde transporter complex, Golgi to ER","CC"
"Q9CR89","GO:1990351","transporter complex","CC"
"Q9CRA0","GO:0003950","NAD+ ADP-ribosyltransferase activity","MF"
"Q9CRA0","GO:0005886","plasma membrane","CC"
"Q9CRA0","GO:0016779","nucleotidyltransferase activity","MF"
"Q9CRA0","GO:0098552","side of membrane","CC"
"Q9CRA0","GO:0106274","NAD+-protein-arginine ADP-ribosyltransferase activity","MF"
"Q9CRA4","GO:0000254","C-4 methylsterol oxidase activity","MF"
"Q9CRA4","GO:0005506","iron ion binding","MF"
"Q9CRA4","GO:0005789","endoplasmic reticulum membrane","CC"
"Q9CRA4","GO:0006695","cholesterol biosynthetic process","BP"
"Q9CRA4","GO:0016126","sterol biosynthetic process","BP"
"Q9CRA7","GO:0005737","cytoplasm","CC"
"Q9CRA7","GO:0005739","mitochondrion","CC"
"Q9CRA7","GO:0005743","mitochondrial inner membrane","CC"
"Q9CRA7","GO:0006754","ATP biosynthetic process","BP"
"Q9CRA7","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"Q9CRA7","GO:0046872","metal ion binding","MF"
"Q9CRA7","GO:1902600","proton transmembrane transport","BP"
"Q9CRB2","GO:0000454","snoRNA guided rRNA pseudouridine synthesis","BP"
"Q9CRB2","GO:0000470","maturation of LSU-rRNA","BP"
"Q9CRB2","GO:0003723","RNA binding","MF"
"Q9CRB2","GO:0003730","mRNA 3'-UTR binding","MF"
"Q9CRB2","GO:0005697","telomerase holoenzyme complex","CC"
"Q9CRB2","GO:0005732","sno(s)RNA-containing ribonucleoprotein complex","CC"
"Q9CRB2","GO:0007004","telomere maintenance via telomerase","BP"
"Q9CRB2","GO:0015030","Cajal body","CC"
"Q9CRB2","GO:0022625","cytosolic large ribosomal subunit","CC"
"Q9CRB2","GO:0031118","rRNA pseudouridine synthesis","BP"
"Q9CRB2","GO:0031120","snRNA pseudouridine synthesis","BP"
"Q9CRB2","GO:0031429","box H/ACA snoRNP complex","CC"
"Q9CRB2","GO:0034511","U3 snoRNA binding","MF"
"Q9CRB2","GO:0034513","box H/ACA snoRNA binding","MF"
"Q9CRB2","GO:0070034","telomerase RNA binding","MF"
"Q9CRB2","GO:0090661","box H/ACA telomerase RNP complex","CC"
"Q9CRB6","GO:0001578","microtubule bundle formation","BP"
"Q9CRB6","GO:0005874","microtubule","CC"
"Q9CRB6","GO:0007566","embryo implantation","BP"
"Q9CRB6","GO:0015631","tubulin binding","MF"
"Q9CRB6","GO:0032273","positive regulation of protein polymerization","BP"
"Q9CRB6","GO:0046697","decidualization","BP"
"Q9CRB6","GO:0046785","microtubule polymerization","BP"
"Q9CRB6","GO:0048471","perinuclear region of cytoplasm","CC"
"Q9CRB6","GO:0097427","microtubule bundle","CC"
"Q9CRC9","GO:0004342","glucosamine-6-phosphate deaminase activity","MF"
"Q9CRC9","GO:0005737","cytoplasm","CC"
"Q9CRC9","GO:0005975","carbohydrate metabolic process","BP"
"Q9CRC9","GO:0006043","glucosamine catabolic process","BP"
"Q9CRC9","GO:0006046","N-acetylglucosamine catabolic process","BP"
"Q9CRC9","GO:0006048","UDP-N-acetylglucosamine biosynthetic process","BP"
"Q9CRC9","GO:0016853","isomerase activity","MF"
"Q9CRC9","GO:0019262","N-acetylneuraminate catabolic process","BP"
"Q9CRC9","GO:0042802","identical protein binding","MF"
"Q9CS72","GO:0005730","nucleolus","CC"
"Q9CS72","GO:0005737","cytoplasm","CC"
"Q9CS72","GO:0005886","plasma membrane","CC"
"Q9CS72","GO:0015629","actin cytoskeleton","CC"
"Q9CS72","GO:0098794","postsynapse","CC"
"Q9CS72","GO:0098871","postsynaptic actin cytoskeleton","CC"
"Q9CS72","GO:0098978","glutamatergic synapse","CC"
"Q9CS72","GO:0099010","modification of postsynaptic structure","BP"
"Q9CS74","GO:0005634","nucleus","CC"
"Q9CS74","GO:0005654","nucleoplasm","CC"
"Q9CS74","GO:0005737","cytoplasm","CC"
"Q9CS74","GO:0005829","cytosol","CC"
"Q9CS74","GO:0006397","mRNA processing","BP"
"Q9CS74","GO:0008380","RNA splicing","BP"
"Q9CS74","GO:0035035","histone acetyltransferase binding","MF"
"Q9CS74","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q9CS74","GO:0048144","fibroblast proliferation","BP"
"Q9CS74","GO:2000045","regulation of G1/S transition of mitotic cell cycle","BP"
"Q9CSU0","GO:0000993","RNA polymerase II complex binding","MF"
"Q9CSU0","GO:0001111","RNA polymerase II promoter clearance","BP"
"Q9CSU0","GO:0005634","nucleus","CC"
"Q9CSU0","GO:0005654","nucleoplasm","CC"
"Q9CSU0","GO:0008284","positive regulation of cell population proliferation","BP"
"Q9CSU0","GO:0010564","regulation of cell cycle process","BP"
"Q9CSU0","GO:0031124","mRNA 3'-end processing","BP"
"Q9CSU0","GO:0042802","identical protein binding","MF"
"Q9CSU0","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q9CSU0","GO:0097550","transcription preinitiation complex","CC"
"Q9CSU0","GO:0099122","RNA polymerase II C-terminal domain binding","MF"
"Q9CTN4","GO:0003924","GTPase activity","MF"
"Q9CTN4","GO:0005524","ATP binding","MF"
"Q9CTN4","GO:0005737","cytoplasm","CC"
"Q9CTN4","GO:0005794","Golgi apparatus","CC"
"Q9CTN4","GO:0005829","cytosol","CC"
"Q9CTN4","GO:0008584","male gonad development","BP"
"Q9CTN4","GO:0016887","ATP hydrolysis activity","MF"
"Q9CTN4","GO:0030162","regulation of proteolysis","BP"
"Q9CTN4","GO:0031267","small GTPase binding","MF"
"Q9CTN4","GO:0031625","ubiquitin protein ligase binding","MF"
"Q9CTN4","GO:0042147","retrograde transport, endosome to Golgi","BP"
"Q9CTN4","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","BP"
"Q9CV28","GO:0004843","cysteine-type deubiquitinase activity","MF"
"Q9CV28","GO:0005654","nucleoplasm","CC"
"Q9CV28","GO:0006508","proteolysis","BP"
"Q9CV28","GO:0006915","apoptotic process","BP"
"Q9CV28","GO:0031965","nuclear membrane","CC"
"Q9CV28","GO:1990380","K48-linked deubiquitinase activity","MF"
"Q9CW07","GO:0000164","protein phosphatase type 1 complex","CC"
"Q9CW07","GO:0005737","cytoplasm","CC"
"Q9CW07","GO:0005978","glycogen biosynthetic process","BP"
"Q9CW07","GO:0005979","regulation of glycogen biosynthetic process","BP"
"Q9CW07","GO:0008157","protein phosphatase 1 binding","MF"
"Q9CW07","GO:0019903","protein phosphatase binding","MF"
"Q9CW07","GO:0042593","glucose homeostasis","BP"
"Q9CW07","GO:0045725","positive regulation of glycogen biosynthetic process","BP"
"Q9CW07","GO:2001069","glycogen binding","MF"
"Q9CW46","GO:0003723","RNA binding","MF"
"Q9CW46","GO:0005634","nucleus","CC"
"Q9CW46","GO:0005737","cytoplasm","CC"
"Q9CW79","GO:0001669","acrosomal vesicle","CC"
"Q9CW79","GO:0005794","Golgi apparatus","CC"
"Q9CW79","GO:0005802","trans-Golgi network","CC"
"Q9CW79","GO:0016020","membrane","CC"
"Q9CW79","GO:0048471","perinuclear region of cytoplasm","CC"
"Q9CWG8","GO:0005739","mitochondrion","CC"
"Q9CWG8","GO:0019899","enzyme binding","MF"
"Q9CWG8","GO:0019918","peptidyl-arginine methylation, to symmetrical-dimethyl arginine","BP"
"Q9CWG8","GO:0032981","mitochondrial respiratory chain complex I assembly","BP"
"Q9CWG8","GO:0035243","protein-arginine omega-N symmetric methyltransferase activity","MF"
"Q9CWH1","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q9CWH1","GO:0000976","transcription cis-regulatory region binding","MF"
"Q9CWH1","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q9CWH1","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q9CWH1","GO:0001223","transcription coactivator binding","MF"
"Q9CWH1","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","MF"
"Q9CWH1","GO:0005634","nucleus","CC"
"Q9CWH1","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q9CWH1","GO:0046872","metal ion binding","MF"
"Q9CWH1","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","MF"
"Q9CWL8","GO:0000398","mRNA splicing, via spliceosome","BP"
"Q9CWL8","GO:0000974","Prp19 complex","CC"
"Q9CWL8","GO:0002250","adaptive immune response","BP"
"Q9CWL8","GO:0005634","nucleus","CC"
"Q9CWL8","GO:0005654","nucleoplasm","CC"
"Q9CWL8","GO:0005681","spliceosomal complex","CC"
"Q9CWL8","GO:0005813","centrosome","CC"
"Q9CWL8","GO:0005829","cytosol","CC"
"Q9CWL8","GO:0006915","apoptotic process","BP"
"Q9CWL8","GO:0016445","somatic diversification of immunoglobulins","BP"
"Q9CWL8","GO:0019899","enzyme binding","MF"
"Q9CWL8","GO:0043065","positive regulation of apoptotic process","BP"
"Q9CWQ8","GO:0005829","cytosol","CC"
"Q9CWQ8","GO:0034198","cellular response to amino acid starvation","BP"
"Q9CWQ8","GO:0034618","arginine binding","MF"
"Q9CWQ8","GO:0042802","identical protein binding","MF"
"Q9CWQ8","GO:0061700","GATOR2 complex","CC"
"Q9CWQ8","GO:0140299","small molecule sensor activity","MF"
"Q9CWQ8","GO:0140311","protein sequestering activity","MF"
"Q9CWQ8","GO:1903577","cellular response to L-arginine","BP"
"Q9CWQ8","GO:1904262","negative regulation of TORC1 signaling","BP"
"Q9CWQ8","GO:1904263","positive regulation of TORC1 signaling","BP"
"Q9CWR7","GO:0005768","endosome","CC"
"Q9CWR7","GO:0005886","plasma membrane","CC"
"Q9CWR7","GO:0010008","endosome membrane","CC"
"Q9CWR7","GO:0020037","heme binding","MF"
"Q9CWR7","GO:0046872","metal ion binding","MF"
"Q9CWT6","GO:0003724","RNA helicase activity","MF"
"Q9CWT6","GO:0005524","ATP binding","MF"
"Q9CWT6","GO:0005654","nucleoplasm","CC"
"Q9CWT6","GO:0005730","nucleolus","CC"
"Q9CWT6","GO:0005739","mitochondrion","CC"
"Q9CWT6","GO:0005829","cytosol","CC"
"Q9CWT6","GO:0016887","ATP hydrolysis activity","MF"
"Q9CWT6","GO:0019843","rRNA binding","MF"
"Q9CWT6","GO:0035770","ribonucleoprotein granule","CC"
"Q9CWT6","GO:0042645","mitochondrial nucleoid","CC"
"Q9CWT6","GO:1902775","mitochondrial large ribosomal subunit assembly","BP"
"Q9CWU6","GO:0005739","mitochondrion","CC"
"Q9CWU6","GO:0005743","mitochondrial inner membrane","CC"
"Q9CWU6","GO:0031410","cytoplasmic vesicle","CC"
"Q9CWU6","GO:0034551","mitochondrial respiratory chain complex III assembly","BP"
"Q9CWW6","GO:0003681","bent DNA binding","MF"
"Q9CWW6","GO:0003690","double-stranded DNA binding","MF"
"Q9CWW6","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","MF"
"Q9CWW6","GO:0005634","nucleus","CC"
"Q9CWW6","GO:0005654","nucleoplasm","CC"
"Q9CWW6","GO:0005694","chromosome","CC"
"Q9CWW6","GO:0005730","nucleolus","CC"
"Q9CWW6","GO:0005737","cytoplasm","CC"
"Q9CWW6","GO:0005759","mitochondrial matrix","CC"
"Q9CWW6","GO:0005819","spindle","CC"
"Q9CWW6","GO:0006364","rRNA processing","BP"
"Q9CWW6","GO:0030684","preribosome","CC"
"Q9CWW6","GO:0051179","localization","BP"
"Q9CWX4","GO:0000049","tRNA binding","MF"
"Q9CWX4","GO:0005654","nucleoplasm","CC"
"Q9CWX4","GO:0005739","mitochondrion","CC"
"Q9CWX4","GO:0005759","mitochondrial matrix","CC"
"Q9CWX4","GO:0006364","rRNA processing","BP"
"Q9CWX4","GO:0006397","mRNA processing","BP"
"Q9CWX4","GO:0008380","RNA splicing","BP"
"Q9CWX4","GO:0009982","pseudouridine synthase activity","MF"
"Q9CWX4","GO:0035770","ribonucleoprotein granule","CC"
"Q9CWX4","GO:0070131","positive regulation of mitochondrial translation","BP"
"Q9CWX4","GO:0070902","mitochondrial tRNA pseudouridine synthesis","BP"
"Q9CWX4","GO:1990400","mitochondrial ribosomal large subunit rRNA binding","MF"
"Q9CWX4","GO:1990481","mRNA pseudouridine synthesis","BP"
"Q9CWX9","GO:0003723","RNA binding","MF"
"Q9CWX9","GO:0003724","RNA helicase activity","MF"
"Q9CWX9","GO:0005524","ATP binding","MF"
"Q9CWX9","GO:0005634","nucleus","CC"
"Q9CWX9","GO:0005730","nucleolus","CC"
"Q9CWX9","GO:0006364","rRNA processing","BP"
"Q9CWX9","GO:0006397","mRNA processing","BP"
"Q9CWX9","GO:0008380","RNA splicing","BP"
"Q9CWX9","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","BP"
"Q9CWX9","GO:0016887","ATP hydrolysis activity","MF"
"Q9CWZ7","GO:0005483","soluble NSF attachment protein activity","MF"
"Q9CWZ7","GO:0005739","mitochondrion","CC"
"Q9CWZ7","GO:0005794","Golgi apparatus","CC"
"Q9CWZ7","GO:0006886","intracellular protein transport","BP"
"Q9CWZ7","GO:0016192","vesicle-mediated transport","BP"
"Q9CWZ7","GO:0019905","syntaxin binding","MF"
"Q9CWZ7","GO:0031201","SNARE complex","CC"
"Q9CWZ7","GO:0043209","myelin sheath","CC"
"Q9CWZ7","GO:0045202","synapse","CC"
"Q9CX56","GO:0000502","proteasome complex","CC"
"Q9CX56","GO:0005634","nucleus","CC"
"Q9CX56","GO:0008541","proteasome regulatory particle, lid subcomplex","CC"
"Q9CX56","GO:0022624","proteasome accessory complex","CC"
"Q9CX56","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","BP"
"Q9CX62","GO:0005634","nucleus","CC"
"Q9CX62","GO:0005737","cytoplasm","CC"
"Q9CX62","GO:0019901","protein kinase binding","MF"
"Q9CX62","GO:0021915","neural tube development","BP"
"Q9CX62","GO:0030291","protein serine/threonine kinase inhibitor activity","MF"
"Q9CX63","GO:0002250","adaptive immune response","BP"
"Q9CX63","GO:0002313","mature B cell differentiation involved in immune response","BP"
"Q9CX63","GO:0004888","transmembrane signaling receptor activity","MF"
"Q9CX63","GO:0005125","cytokine activity","MF"
"Q9CX63","GO:0005615","extracellular space","CC"
"Q9CX63","GO:0007166","cell surface receptor signaling pathway","BP"
"Q9CX63","GO:0050776","regulation of immune response","BP"
"Q9CX63","GO:2000558","positive regulation of immunoglobulin production in mucosal tissue","BP"
"Q9CX80","GO:0001666","response to hypoxia","BP"
"Q9CX80","GO:0004096","catalase activity","MF"
"Q9CX80","GO:0004601","peroxidase activity","MF"
"Q9CX80","GO:0005344","oxygen carrier activity","MF"
"Q9CX80","GO:0005506","iron ion binding","MF"
"Q9CX80","GO:0005737","cytoplasm","CC"
"Q9CX80","GO:0006979","response to oxidative stress","BP"
"Q9CX80","GO:0010764","negative regulation of fibroblast migration","BP"
"Q9CX80","GO:0016491","oxidoreductase activity","MF"
"Q9CX80","GO:0019395","fatty acid oxidation","BP"
"Q9CX80","GO:0019825","oxygen binding","MF"
"Q9CX80","GO:0020037","heme binding","MF"
"Q9CX80","GO:0032966","negative regulation of collagen biosynthetic process","BP"
"Q9CX80","GO:0043005","neuron projection","CC"
"Q9CX80","GO:0043025","neuronal cell body","CC"
"Q9CX80","GO:0047888","fatty acid peroxidase activity","MF"
"Q9CX80","GO:2000490","negative regulation of hepatic stellate cell activation","BP"
"Q9CX83","GO:0005739","mitochondrion","CC"
"Q9CX83","GO:0005741","mitochondrial outer membrane","CC"
"Q9CX83","GO:0061484","hematopoietic stem cell homeostasis","BP"
"Q9CX97","GO:0005654","nucleoplasm","CC"
"Q9CX97","GO:0005730","nucleolus","CC"
"Q9CX97","GO:0005737","cytoplasm","CC"
"Q9CX97","GO:0006364","rRNA processing","BP"
"Q9CXD6","GO:0005739","mitochondrion","CC"
"Q9CXD6","GO:0005743","mitochondrial inner membrane","CC"
"Q9CXD6","GO:0006851","mitochondrial calcium ion transmembrane transport","BP"
"Q9CXD6","GO:0036444","calcium import into the mitochondrion","BP"
"Q9CXD6","GO:0051561","positive regulation of mitochondrial calcium ion concentration","BP"
"Q9CXD6","GO:0070509","calcium ion import","BP"
"Q9CXD9","GO:0001503","ossification","BP"
"Q9CXD9","GO:0005615","extracellular space","CC"
"Q9CXD9","GO:0031012","extracellular matrix","CC"
"Q9CXD9","GO:0045671","negative regulation of osteoclast differentiation","BP"
"Q9CXD9","GO:0048539","bone marrow development","BP"
"Q9CXE0","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q9CXE0","GO:0000278","mitotic cell cycle","BP"
"Q9CXE0","GO:0000976","transcription cis-regulatory region binding","MF"
"Q9CXE0","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"Q9CXE0","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q9CXE0","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","MF"
"Q9CXE0","GO:0005634","nucleus","CC"
"Q9CXE0","GO:0005654","nucleoplasm","CC"
"Q9CXE0","GO:0005730","nucleolus","CC"
"Q9CXE0","GO:0006325","chromatin organization","BP"
"Q9CXE0","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q9CXE0","GO:0008168","methyltransferase activity","MF"
"Q9CXE0","GO:0016604","nuclear body","CC"
"Q9CXE0","GO:0032259","methylation","BP"
"Q9CXE0","GO:0043565","sequence-specific DNA binding","MF"
"Q9CXE0","GO:0045892","negative regulation of DNA-templated transcription","BP"
"Q9CXE0","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"Q9CXE0","GO:0046872","metal ion binding","MF"
"Q9CXE0","GO:0140297","DNA-binding transcription factor binding","MF"
"Q9CXE0","GO:1903053","regulation of extracellular matrix organization","BP"
"Q9CXE0","GO:1990830","cellular response to leukemia inhibitory factor","BP"
"Q9CXE2","GO:0000785","chromatin","CC"
"Q9CXE2","GO:0006338","chromatin remodeling","BP"
"Q9CXE2","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q9CXE2","GO:0008284","positive regulation of cell population proliferation","BP"
"Q9CXE2","GO:0016514","SWI/SNF complex","CC"
"Q9CXE2","GO:0030071","regulation of mitotic metaphase/anaphase transition","BP"
"Q9CXE2","GO:0045596","negative regulation of cell differentiation","BP"
"Q9CXE2","GO:0070316","regulation of G0 to G1 transition","BP"
"Q9CXE2","GO:0140288","GBAF complex","CC"
"Q9CXE2","GO:1902459","positive regulation of stem cell population maintenance","BP"
"Q9CXE2","GO:2000045","regulation of G1/S transition of mitotic cell cycle","BP"
"Q9CXE2","GO:2000781","positive regulation of double-strand break repair","BP"
